z,sigma8_z,fsigma8,f_growth_rate
0.0,0.0022042863164747468,0.0008183960228355253,0.37127482791997873
0.5,0.0023955707258734955,0.0008974577259589258,0.3746321142873736
1.0,0.002676213690960644,0.0010702977542708613,0.399929855334785
2.0,0.0031240541492494316,0.001085148828393348,0.3473527591236087
3.0,0.003421538347328645,0.0009924121819255881,0.2900485340754432
4.0,0.0037908238809374662,0.0008371978055246124,0.22084850993330093
