k_h_Mpc,P_delta_delta_z0,P_delta_delta_z0.5,P_delta_delta_z1,P_delta_delta_z2,P_delta_delta_z3,P_delta_delta_z4
0.11581035534367498,0.2406983978231774,0.19649708040607697,0.164112913791553,0.12085811549103101,0.09718286751973904,0.08252227687818625
0.12116768223768236,0.17913794860909862,0.1462526750605616,0.1221596566318495,0.08998115204960214,0.07237108874298015,0.061467224957036555
0.12677283629156752,0.11378021335781122,0.09289625782562427,0.07759561918236119,0.05716080602594865,0.04597753570434229,0.03905366208637376
0.1326372818610414,0.057888328809177166,0.04726160637220633,0.03947546467664767,0.0290762310518076,0.0233843671075755,0.019860109541470664
0.13877301363695643,0.011932277650138441,0.00974978804614185,0.008151763982917424,0.0060196409829051944,0.004854921086203486,0.004135096370604045
0.14519258117833467,0.0020308686749401865,0.0016583054227195836,0.0013853687148435174,0.0010208499427068155,0.0008214169774016645,0.0006979237056437854
0.1519091145802808,0.0018267292890692807,0.0014891643389228551,0.0012415379465884925,0.0009101069864007378,0.00072811290229339,0.0006150022576674275
0.15893635132928052,0.008738124941791617,0.007130422136591104,0.005951902651287467,0.004376478543370301,0.0035131124245295848,0.002977841194741549
0.16628866440080992,0.008829084835641885,0.007205255405068752,0.006014898057526616,0.004423896689707774,0.0035521100990251672,0.0030116739591424264
0.1739810916567263,0.0028419517257806085,0.0023186936218334005,0.001935013852460425,0.0014220314711303767,0.001140798610079461,0.0009663199171340036
0.18202936660256644,0.000894689351227447,0.0007306180042278437,0.000610412016151951,0.0004498738638873719,0.0003620303476312108,0.0003076628624965655
0.1904499505676628,0.004728078729973276,0.003861270133589516,0.003226229176511103,0.002378170545266384,0.001914190087165774,0.0016270653408164402
0.19926006637389362,0.0262332451362887,0.021417428616133178,0.017888166688088337,0.013173154568306165,0.010591817398291674,0.00899300507843171
0.2084777335619329,0.037769637219955965,0.03083748474799814,0.02575736701845614,0.01897075556096757,0.015255593144041214,0.01295481539938337
0.2181218052470482,0.040388528996530504,0.03297651967825792,0.027544707288216657,0.020288386961801064,0.016316235748904832,0.013856408915822361
0.22821200667982766,0.028599028881249072,0.02335045958120092,0.019504025124722584,0.014365469233858449,0.011552521314316586,0.009810529001003926
0.2387689755907085,0.010818208081835205,0.008834884000593657,0.007381615831051282,0.005440756802880871,0.004378809750569207,0.0037215136530273354
0.24981430440081964,0.0014663070327608524,0.0011981646697891808,0.0010017635907334508,0.0007396736227877099,0.0005964488036961584,0.0005079182876925239
0.2613705843854778,3.291424379132118e-05,2.695622079915725e-05,2.2599523327300333e-05,1.6804416132691592e-05,1.3653740599453405e-05,1.1717135804153501e-05
0.2734614518806638,0.0003301758903452047,0.0002688928851246993,0.00022390194922518365,0.0001636052342395025,0.0001304381005516953,0.00010979325611051169
0.2861116366269849,8.740048265642569e-06,7.198077087717916e-06,6.076767311464643e-06,4.597085307190241e-06,3.804524551225434e-06,3.325756147305176e-06
0.2993470123500069,0.001998300741547463,0.0016318641485213983,0.0013633400353112847,0.0010046687863728629,0.0008083901078958484,0.0006868805646250731
0.3131946496804025,0.006051761193146624,0.004941519701684779,0.004127856966472395,0.0030408761772063933,0.002445885751474612,0.0020774515643684588
0.327682871522161,0.007402608873335267,0.006044560430004797,0.005049278839059028,0.003719666892048916,0.002991858006133417,0.002541179354989391
0.3428413109821011,0.004552866569325394,0.003717842299530159,0.0031058939966855247,0.002288444242837641,0.0018410394059970758,0.0015640358175038312
0.35870097197917333,0.0013696933244482874,0.0011186754708343856,0.000934739458480427,0.0006890890810885324,0.000554692195445828,0.00047151540768108625
0.37529429265751774,0.0002611735395424313,0.0002133925902993047,0.0001783918808641366,0.00013167249017944212,0.00010613420731632287,9.034474170729542e-05
0.3926552117329767,0.0002614651984355477,0.00021360679326054536,0.0001785453206127729,0.00013173697612713268,0.00010614429495647048,9.031512486339052e-05
0.41081923790875974,0.0009319600666126992,0.0007611148369222239,0.0006359164126358447,0.00046869314220007724,0.0003771875837562638,0.0003205452902561427
0.42982352250224815,0.0017737422989227629,0.0014484584986324317,0.0012100669691261865,0.0008916135868607967,0.0007173188515374471,0.0006094067598763279
0.4497069354314707,0.0015657481057211535,0.0012786362029287574,0.0010682216031634758,0.000787148439260584,0.000633318718087548,0.0005380807617892999
0.4705101447166778,0.0007653975628779096,0.0006251063374549792,0.0005222992694346763,0.0003849864086394686,0.0003098527558901188,0.0002633477886271768
0.49227569965961615,0.000392767046892321,0.00032080388502528877,0.00026807191242325353,0.00019764993628045195,0.00015912434629187329,0.0001352838064604758
0.5150481178706341,0.00044864026891075883,0.00036641735615175166,0.0003061640137840811,0.00022568962733867387,0.0001816585714508666,0.00015440644590344305
0.5388739763216153,0.0006522807896519022,0.0005326951793160978,0.00044505690747930447,0.0003279942270538077,0.00026393213118711004,0.00022427487370041112
0.5638020066109738,0.0006088531340356628,0.0004972315986024118,0.000415429549806804,0.0003061631711461846,0.0002463682710772358,0.00020935267410874782
0.5898831946355592,0.00040053153486965245,0.0003271183204421291,0.0002733191717935865,0.00020146250266021238,0.00016214364426983272,0.00013780673667821827
0.6171708848733274,0.00031439426725071403,0.0002567739215436705,0.0002145481938073315,0.0001581503531340925,0.00012729153324663836,0.00010819147954883084
0.6457208894900847,0.00033799006426575736,0.0002760362572501166,0.00023063378858523842,0.0001699895888626728,0.00013680455099048476,0.00011626292757161002
0.6755916024934409,0.0003236295756341384,0.00026430617151032896,0.0002208311314718274,0.0001627607666451486,0.00013098351182566165,0.00011131308306088639
0.706844119167472,0.00025653811898014936,0.00020951728084706424,0.00017505841170590718,0.00012903250785613134,0.00010384736459334374,8.825812818968233e-05
0.7395423610323665,0.0002214893729113863,0.00018089255053254565,0.00015114156629204614,0.00011140405962584768,8.966017351351405e-05,7.62010656082792e-05
0.7737532065846404,0.00021013173846371185,0.00017161430360000118,0.0001433871664990789,0.00010568459603509614,8.50537360503785e-05,7.228340007310705e-05
0.8095466280853262,0.00018341836050573835,0.0001497980419958468,0.00012515981281032,9.225084454341021e-05,7.424341167022178e-05,6.30970435180056e-05
0.8469958346759128,0.0001591424517311943,0.00012997329507722795,0.0001085967959002745,8.004455671314414e-05,6.442085825304613e-05,5.475006830301311e-05
0.8861774221147541,0.00014343344698590518,0.0001171450029277334,9.787919203895898e-05,7.214563046400423e-05,5.806390643339847e-05,4.9347312567414836e-05
0.9271715294402095,0.00012674336149870826,0.00010351612749392095,8.649327138664895e-05,6.37551674788038e-05,5.131218018126014e-05,4.3609807784478476e-05
0.9700620028809274,0.00011175874958102064,9.127977241917394e-05,7.627059607200935e-05,5.622184380697979e-05,4.525014615201856e-05,3.8458300161454926e-05
1.0149365673485555,9.936530521537994e-05,8.115927491821814e-05,6.781550595499687e-05,4.9990836071225165e-05,4.023588711030637e-05,3.4197034001336744e-05
1.061887005863594,8.778836198177511e-05,7.170531655494539e-05,5.9917144316376147e-05,4.417005457087589e-05,3.555177110501735e-05,3.021641335623325e-05
1.111009347281405,7.774661609717685e-05,6.350488909858772e-05,5.3065954745129094e-05,3.912085061697243e-05,3.148841370168207e-05,2.6763252028155376e-05
1.1624040627023293,6.883348895671982e-05,5.6225992331869574e-05,4.6984554199735124e-05,3.463883921575301e-05,2.7881482571214505e-05,2.3697917487140685e-05
1.2161762709676307,6.088019581479363e-05,4.973087766786438e-05,4.15580142003524e-05,3.063940148104603e-05,2.4662923667629787e-05,2.0962650115095204e-05
1.2724359536615786,5.3861865496482674e-05,4.399910882722699e-05,3.676906778992157e-05,2.7109724835974344e-05,2.1822291273113273e-05,1.8548504287034642e-05
