k_h_Mpc,P_delta_delta_z0,P_delta_delta_z0.5,P_delta_delta_z1,P_delta_delta_z2,P_delta_delta_z3,P_delta_delta_z4
0.02724497352622119,20589.9074363888,12545.446402620477,7936.698754558198,3798.610543466135,2181.7373994141262,1408.0954242765501
0.028505311852318176,19780.528400044746,12052.578095302852,7625.062129570102,3649.5846928563196,2096.1971337488526,1352.913444881881
0.029823952774844585,18946.210914290536,11544.489911904135,7303.782157089842,3495.931228648688,2007.9937826661553,1296.0098954674036
0.031203593341632706,18097.53085112304,11027.625835599078,6976.9345354640855,3339.6007018979667,1918.2475223440063,1238.1077921263518
0.032647055364546956,17245.036797461747,10508.413320571319,6648.58514567515,3182.539231773681,1828.076089786346,1179.928635271044
0.03415729119100311,16400.406586067857,9993.96676395064,6323.235539423084,3026.9017284331667,1738.7172080806909,1122.2713909559398
0.03573738974247515,15574.59313369187,9490.959846894899,6005.1087946363505,2874.710059867108,1651.3323629216052,1065.88585155522
0.03739058283234029,14779.767990260783,9006.812159556463,5698.899653554228,2728.2120017305992,1567.2132185980204,1011.6058111288958
0.0391202517759841,14026.723020344794,8548.103593085401,5408.771873301086,2589.4014154911993,1487.5057370842346,960.171068112098
0.04092993430668593,13322.750580122329,8119.2792733514025,5137.539617912824,2459.6265419024066,1412.9848576109766,912.0821392228739
0.04282333181142936,12672.772367067084,7723.338726427886,4887.102920362299,2339.7982385743967,1344.1741899303986,867.6774037300455
0.044804316901437574,12083.671276468898,7364.479081589625,4660.11900980761,2231.1898592457887,1281.8056786865532,827.4295766824316
0.04687694133291779,11564.042901840938,7047.943430908959,4459.906526545116,2135.3914502299103,1226.793297421951,791.9287575074245
0.049045444294215056,11112.436961920579,6772.8507612649955,4285.909574145612,2052.1381901065715,1178.985384197311,761.0772583656325
0.05131426107632581,10715.564849086271,6531.102413683991,4133.005456494876,1978.978692169399,1136.973965614729,733.9664897945715
0.05368803214450458,10363.06095046549,6316.382710877814,3997.19864342154,1914.0006955726972,1099.6608410157128,709.8876849389362
0.05617161262951858,10047.468062178577,6124.150298099933,3875.6154339697455,1855.82859360451,1066.25618190095,688.3310167283227
0.05877008225796296,9753.906884816251,5945.337355823741,3762.5184476871127,1801.7155412058703,1035.1819746560925,668.2779886787318
0.06148875574194695,9462.819385400071,5768.022310282546,3650.364183205569,1748.0497268234524,1004.3630077484777,648.3891015381001
0.06433319364940195,9153.221141207425,5579.4137693569855,3531.0569236627975,1690.9547806898074,971.5721129471567,627.226400686008
0.0673092137772441,8804.544671545902,5366.974381016593,3396.661798513056,1626.6304545588578,934.6259309995618,603.3803017446395
0.07042290305065342,8399.970352119537,5120.450847746093,3240.6894524091053,1551.96830328239,891.7384457626755,575.6978507168105
0.07368062997280773,7932.745920689548,4835.725099754283,3060.532288956542,1465.7197602558908,842.1917326462417,543.715520782379
0.07708905765053431,7407.869405445455,4515.841089962142,2858.1169453680927,1368.8067186181552,786.515413060494,507.7752667717731
0.08065515742252201,6841.647542476973,4170.740115092915,2639.7342672190302,1264.2417131961224,726.4405493766701,468.994497383711
0.08438622311796698,6258.568675436312,3815.350226757895,2414.832030878561,1156.5497451157596,664.567177757257,429.05171102621034
0.08828988597481602,5687.3459252270395,3467.1726903302742,2194.4889404374107,1051.0365478602344,603.9440939888203,389.91549745464715
0.09237413024812029,5159.373312675157,3145.3519109974163,1990.8206809656933,953.5056896056066,547.9064156002977,353.73901660190563
0.09664730954042289,4704.974077792793,2868.3738443161365,1815.5299916545023,869.5628646146531,499.67545676867184,322.6020318149091
