z,H_z_km_s_Mpc,E_z,q_z
1.1300000000000001,133.6672880494751,2.0393208947970876,-0.05259929790322704
1.1400000000000001,134.2620097736928,2.0483943820839543,-0.05173422845385167
1.1500000000000001,134.85715192183503,2.0574742836499356,-0.05079135996125628
1.16,135.45277227648626,2.066561481066233,-0.04975844326772172
1.17,136.04893228523642,2.0756569118199164,-0.0486335934660127
1.18,136.64569246119925,2.0847614991410364,-0.047418592981183116
1.19,137.2431123932596,2.0938761521589684,-0.04611295963879314
1.2,137.84125357903974,2.1030018091241094,-0.04470340295889619
1.21,138.4401927023534,2.1121396399779293,-0.04317452272511957
1.22,139.0400110126079,2.121290884317765,-0.041524048714799866
1.23,139.64078854443736,2.130456763207527,-0.03975432381183763
1.24,140.24260413420822,2.139638479429525,-0.03786584541455329
1.25,140.8455377177025,2.148837252539515,-0.035844221489988115
1.26,141.44968674596862,2.1580545693183097,-0.033669772143215426
1.27,142.0551564179077,2.1672920347533404,-0.03133803224710019
1.28,142.66205046399372,2.1765512314286934,-0.02885195014952946
1.29,143.2704711153872,2.18583371905389,-0.026213755258319815
1.3,143.88052003536976,2.1951410486744947,-0.023411509931540397
1.31,144.49231518550937,2.20447501999404,-0.02042120921272672
1.32,145.10598911903247,2.213837655336524,-0.017232919401267144
1.33,145.721673151471,2.223230958142818,-0.013849863839241139
1.34,146.3394967992536,2.232656904405425,-0.010275651459003887
1.35,146.95958786529562,2.2421174439743017,-0.006505406691149962
1.36,147.5820830151183,2.2516146619134685,-0.0025143408649078713
1.37,148.2071422173325,2.2611509988150504,0.0017164575921628789
1.3800000000000001,148.83492701985637,2.2707289193661815,0.006185534245200852
1.3900000000000001,149.46559692174193,2.2803508569950712,0.010888563729859912
1.4000000000000001,150.0993094420441,2.2900192149217196,0.01582311408255932
1.41,150.73622244656983,2.2997364016564164,0.02100559690329562
1.42,151.37651551292265,2.3095051569596863,0.026461611534201124
1.43,152.0203801596025,2.3193284027706538,0.03219769979320186
1.44,152.66800591681593,2.3292090306936597,0.038209115451326214
1.45,153.31958022969857,2.339149900521757,0.04449108387998146
1.46,153.97528855603719,2.349153841727625,0.05104498084995335
1.47,154.63532203805144,2.3592237705095953,0.05789078372542655
1.48,155.2998932683362,2.3693629303278083,0.06504577043015836
1.49,155.96921726859486,2.3795746017025685,0.07250836978505038
1.5,156.64350707877426,2.3898620349191284,0.08027352086828898
1.51,157.3229738764452,2.400228451849038,0.08833643469577424
1.52,158.0078272592512,2.410677050259382,0.09669943305262119
1.53,158.69828398078377,2.4212111370933522,0.10537514524338909
1.54,159.39457228330826,2.43183419457332,0.11436996553361833
1.55,160.0969198902965,2.442549697006583,0.12367985165832063
1.56,160.80555306955372,2.45336109649178,0.13330005741459905
1.57,161.52069677456933,2.464271825075434,0.14322601842256222
1.58,162.24257481674698,2.475285297379617,0.15345394176778315
1.59,162.97141075449832,2.4864049241665773,0.16398081683107812
1.6,163.70742808457965,2.497634115257909,0.17480318930502103
1.61,164.45084959269786,2.5089762696269413,0.1859170931209908
1.62,165.2018974598133,2.5204347770205704,0.1973186856210083
1.6300000000000001,165.96079341009084,2.5320130202165054,0.2090039134951629
1.6400000000000001,166.72775839574342,2.543714370215019,0.2209588272765155
1.6500000000000001,167.50300045510895,2.555542000993347,0.23315905667851822
1.6600000000000001,168.2867136726258,2.5674988736383524,0.24559015234708914
1.67,169.0790917152053,2.5795879428668136,0.25824904524110637
1.68,169.88032868526733,2.591812170039932,0.27113336955392
1.69,170.6906192485084,2.6041745251126462,0.28424063990602866
1.7,171.51015845018253,2.616677983830689,0.29755133809306944
1.71,172.33912025213743,2.629325200276717,0.31101837151868317
