ell,TT_total_muK2,EE_total_muK2,BB_total_muK2,TE_total_muK2,TT_unlensed_scalar_muK2,EE_unlensed_scalar_muK2,TE_unlensed_scalar_muK2,cl_phiphi,cl_phit_muK,cl_phie_muK
130,1.4616147125961718,0.00040301830162084353,1.4235897695477214e-06,-0.015559160950725041,1.4608850327863734,0.00040201320785925775,-0.015582933570390853,1.5274591482228346e-15,7.336914755602046e-10,-3.532942366162622e-12
131,1.452976424655879,0.0003988141004852713,1.4248584257142408e-06,-0.015489510697350233,1.4522697873652062,0.0003978029818680756,-0.01551381239803406,1.4714162059785538e-15,7.099238376506149e-10,-3.4649953675246695e-12
132,1.4444300926961593,0.0003945268027875765,1.4262209751307937e-06,-0.015414530301660734,1.4437465121441553,0.0003935090357777874,-0.015439355231611445,1.4177778882774314e-15,6.871249903740851e-10,-3.3910521003408854e-12
133,1.4359670796896566,0.0003901561014281964,1.427678247971956e-06,-0.015334324517263251,1.435306567734446,0.00038913106866347543,-0.015359666410550811,1.366426100897877e-15,6.652465954039624e-10,-3.3120818395493808e-12
134,1.4275869395731313,0.00038571208178716707,1.4292306176151054e-06,-0.015248943849705661,1.426949505951605,0.0003846791733004585,-0.01527479602917433,1.317249443602552e-15,6.44242764089667e-10,-3.228979546911598e-12
135,1.4192841136860057,0.0003811915786415744,1.4308779998854792e-06,-0.01515854095946286,1.4186697662291985,0.00038015019298416505,-0.015184896340084868,1.270141883853187e-15,6.240700023863463e-10,-3.142571425256415e-12
136,1.4110583245608932,0.0003766016778135893,1.4326198550458342e-06,-0.015063137698350193,1.4104670693826644,0.0003755512230730415,-0.01508998879097088,1.2250042421001962e-15,6.046874342537625e-10,-3.0536215019778443e-12
137,1.4029043242282977,0.0003719441643724615,1.4344551929931936e-06,-0.014962831924638634,1.402336165885712,0.0003708840590791512,-0.014990170840102662,1.18174198883208e-15,5.860562070806032e-10,-2.9628337184405308e-12
138,1.3948195517250572,0.0003672256294500406,1.4363825811340308e-06,-0.01485774334787496,1.3942744933491402,0.00036615530336640373,-0.014885561801521618,1.1402658494193095e-15,5.68139321679228e-10,-2.8708557823064687e-12
139,1.386799149695801,0.0003624475313986424,1.4384001553125629e-06,-0.014747963898376236,1.3862771930916336,0.00036136642618658305,-0.014776253214890712,1.100491859526682e-15,5.509021944817731e-10,-2.7782864095467647e-12
140,1.3788455875682855,0.0003576136464745629,1.4405056335303585e-06,-0.014633583220042422,1.3783467332836994,0.000356521216237257,-0.014662334338648495,1.0623397404357808e-15,5.343115311339474e-10,-2.685673729818361e-12
141,1.3709518326173369,0.00035273223534787896,1.4426963322820668e-06,-0.01451471205044922,1.3704760799797595,0.0003516279470431357,-0.014543915530427864,1.0257338521835239e-15,5.183360958202458e-10,-2.5935229905205015e-12
142,1.3631158031559443,0.0003478019347702626,1.4449691855190561e-06,-0.014391411701625178,1.3626631502772324,0.00034668526849377594,-0.014421057728142506,9.906025284117466e-16,5.029462099876728e-10,-2.502297579585391e-12
143,1.3553377649825593,0.00034282828413516417,1.4473207661171748e-06,-0.014263810714193692,1.3549082087319482,0.0003416987332730585,-0.014293889104420778,9.568778438852041e-16,4.881137857201226e-10,-2.4124225029225617e-12
144,1.3476112301919598,0.0003378165448550035,1.449747309604784e-06,-0.014131988395326981,1.3472047661375275,0.0003366736161060729,-0.014162488604833488,9.244952883166943e-16,4.738119521943866e-10,-2.3242856203083946e-12
145,1.3399366477998673,0.0003327673048633253,1.4522447400192115e-06,-0.013996000116213837,1.33955327011919,0.00033161051813248866,-0.0140269112456167,8.933937911550575e-16,4.60015496804324e-10,-2.2382427046063514e-12
146,1.3323057149321755,0.0003276876653239869,1.4548086977637524e-06,-0.013855987601776826,1.3319454162931026,0.00032651655348962973,-0.013887298403624891,8.635156136064654e-16,4.4670032702196186e-10,-2.1546174623672207e-12
147,1.3247169850724805,0.000322582218831642,1.4574345691953044e-06,-0.013711979965409928,1.324379756485211,0.00032139632739052506,-0.013743678851285147,8.34805351106205e-16,4.338436791800486e-10,-2.0737050581533873e-12
148,1.3171669493560405,0.00031745321146140306,1.4601175177954748e-06,-0.013564091625529085,1.3168527799979084,0.00031625209805594254,-0.013596166673344758,8.072111949560396e-16,4.214238376252126e-10,-1.9957730837828287e-12
149,1.3096522637016885,0.00031230487184349487,1.4628525165417211e-06,-0.013412391293632928,1.3093611407162873,0.0003110881056770964,-0.013444830255109529,7.806830848980978e-16,4.094201831902784e-10,-1.921063974577599e-12
150,1.3021697410361015,0.00030714121736873107,1.4656343816429555e-06,-0.013256946112841552,1.3019016493085762,0.00030590837851625396,-0.013289736421140893,7.55174300662232e-16,3.9781327448601975e-10,-1.8497974057093894e-12
151,1.2947142162280962,0.000301966044331343,1.4684578068004555e-06,-0.013097860927411822,1.294469138138612,0.0003007167229521294,-0.01313098970491057,7.306399065695734e-16,3.865851095366882e-10,-1.7821022972931304e-12
152,1.2872884341497433,0.0002967828792402423,1.4713173983458965e-06,-0.01293523134566073,1.2870663493073036,0.00029551667470264874,-0.012968685411844915,7.070372290174115e-16,3.7572118939476487e-10,-1.7178260974627042e-12
153,1.2798889493868422,0.000291597033169688,1.474207710584426e-06,-0.01276914847061613,1.2796898343457708,0.0002903135530964764,-0.012802914350078794,6.843261916182507e-16,3.652084490498861e-10,-1.6567585607263443e-12
154,1.2725163905248174,0.0002864135478905769,1.4771232812659979e-06,-0.012599739605404899,1.272340218486343,0.0002851124071354774,-0.012633803535929841,6.624679454016242e-16,3.550340612509873e-10,-1.5986996456203455e-12
155,1.2651694110969451,0.00028123334833593424,1.480058666936439e-06,-0.012427069344005816,1.2650161515984197,0.00027991416790239677,-0.012461417284721318,6.414262356425915e-16,3.4518606400616247e-10,-1.543461838274277e-12
156,1.257850531916694,0.00027606302916839204,1.4830084779057452e-06,-0.012251257801445191,1.2577201505110618,0.00027472543508215327,-0.012285875441032563,6.211660929677584e-16,3.356526954440924e-10,-1.4908666415077615e-12
157,1.2505546081358847,0.0002709032059981269,1.4859674124981396e-06,-0.012072382969948281,1.2504470660640723,0.0002695468281456673,-0.012107255734891187,6.016543776375337e-16,3.2642283433655933e-10,-1.4407460911903105e-12
158,1.243284172435745,0.00026576189143546493,1.4889302903988492e-06,-0.011890539008662711,1.2431994262946704,0.00026438636238092775,-0.011925652071524481,5.82859392306633e-16,3.1748569376430917e-10,-1.3929409433481698e-12
159,1.2360361166453668,0.0002606393551093134,1.4918920849666697e-06,-0.011705816825002888,1.2359741180542843,0.000259244308902908,-0.011741155112720295,5.647514179049574e-16,3.0883114434074506e-10,-1.3473016808083006e-12
160,1.2288092876312438,0.00025554128151507836,1.4948479540682518e-06,-0.011518322321864597,1.228769982899127,0.0002541263525060152,-0.011553870524047896,5.473014016825989e-16,3.0044913209345484e-10,-1.3036855654499742e-12
161,1.2215990005243234,0.00025047127761702816,1.4977932693030033e-06,-0.011328121716991055,1.221582330320957,0.0002490360992842584,-0.011363864294221612,5.304821820831414e-16,2.923302911316269e-10,-1.2619589510079913e-12
162,1.2144043264482094,0.00024543276358053487,1.5007236435230509e-06,-0.011135332274189589,1.2144102254816072,0.00024397696739470766,-0.01117125346630776,5.142678537933547e-16,2.844655178045893e-10,-1.2219950706368105e-12
163,1.2072243750430451,0.0002404324734615131,1.5036349563268493e-06,-0.010939996921877401,1.2072527717457398,0.00023895568779135705,-0.01097608075625497,4.98633350912823e-16,2.768459683051119e-10,-1.1836737096834713e-12
164,1.200054843184486,0.00023546990291113456,1.5065233773110736e-06,-0.01074224390530811,1.2001056594111439,0.0002339717519872468,-0.010778474205100915,4.835551226007223e-16,2.6946334227685957e-10,-1.146882111705374e-12
165,1.1928967414394984,0.00023054966859325542,1.5093853870403312e-06,-0.010542128251588038,1.1929698921782048,0.00022902977154210536,-0.010578488643966145,4.690105787054952e-16,2.623095007112548e-10,-1.11151304707324e-12
166,1.1857476608219966,0.00022567615097715746,1.5122177955200246e-06,-0.010339753915530834,1.1858430539214213,0.00022413412093763972,-0.01037622783988491,4.549781593554259e-16,2.553767443390078e-10,-1.0774657273218891e-12
167,1.1786069663925984,0.00022085350506756814,1.5150177580427736e-06,-0.01013520428411342,1.178724502307123,0.00021928894840192602,-0.01017177500023758,4.414372307366347e-16,2.486575192070473e-10,-1.0446442963341808e-12
168,1.1714740500793783,0.00021608567060537914,1.5177827883045131e-06,-0.009928609076079621,1.1716136216340975,0.0002144981862157095,-0.009965259672332335,4.2836814439100454e-16,2.4214470947642486e-10,-1.0129588236059984e-12
169,1.1643483295367814,0.00021137638176659473,1.5205107687249784e-06,-0.009720044084364391,1.1645098217141259,0.00020976556052745564,-0.00975675748581052,4.157522316818799e-16,2.358314385419616e-10,-9.823242306465582e-13
170,1.1572292470540446,0.00020672757082322964,1.5231999578486468e-06,-0.009509598462559539,1.1574125368035955,0.00020509299514000722,-0.009546357439097725,4.0357136511262155e-16,2.2971095277167295e-10,-9.526595933985103e-13
171,1.1501146816176164,0.00020214423094190215,1.5258489948764992e-06,-0.009297358027308711,1.150319637690482,0.00020048547444379122,-0.009334145201789728,3.9180851321560686e-16,2.2377691890875108e-10,-9.23889176646673e-13
172,1.1430073138297991,0.00019762953219318614,1.528456901158593e-06,-0.009083421076384534,1.143233796638735,0.0001959461595685149,-0.009120218932727162,3.804473454594593e-16,2.1802323760409635e-10,-8.959414573763742e-13
173,1.1359034977218692,0.00019318647339409818,1.531023078848969e-06,-0.008867866603625627,1.1361513592281136,0.00019147804037487293,-0.00890465749493776,3.694720718682194e-16,2.1244390815869245e-10,-8.687483880808364e-13
174,1.1288028172846325,0.00018881788966388296,1.5335473065101176e-06,-0.008650785993029932,1.1290719009122225,0.00018708394316507262,-0.008687552149743445,3.5886781388076134e-16,2.0703323096384713e-10,-8.422460600045084e-13
175,1.1217063899179294,0.00018452949037620932,1.5360297318811857e-06,-0.0084322974168724,1.1219965304960413,0.00018276956879427695,-0.008469020954901102,3.486202931678104e-16,2.0178576456703052e-10,-8.163743572162813e-13
176,1.114612313055499,0.00018032219817734813,1.538470861842716e-06,-0.008212469248810118,1.1149233367891622,0.00017853583185126933,-0.008249132177740781,3.387157233492957e-16,1.9669610865938545e-10,-7.910829899342299e-13
177,1.107520359771502,0.00017620128686168096,1.5408715495845742e-06,-0.007991381741938744,1.1078520842408022,0.0001743879986983351,-0.008027965973265654,3.291409036543297e-16,1.917587037713291e-10,-7.663507975193324e-13
178,1.1004288751122102,0.00017216882875680485,1.5432329791667048e-06,-0.007769126619483375,1.1007811092999003,0.00017032813502139744,-0.007805613974897233,3.1988342810771005e-16,1.869682359312951e-10,-7.421644379779006e-13
179,1.0933391744689636,0.00016822677143331396,1.545556647592392e-06,-0.007545777513541928,1.0937117188161878,0.00016635818270415345,-0.007582149733284115,3.109311902881621e-16,1.8231948657248725e-10,-7.18510498768138e-13
180,1.0862510826986784,0.00016437980828938966,1.5478443444705316e-06,-0.007321433885430902,1.08664372918832,0.00016248283057493064,-0.0073576726367242445,3.02272603659646e-16,1.7780748443685026e-10,-6.953761295533013e-13
181,1.0791630151964078,0.0001606309757475272,1.5500981294954405e-06,-0.007096191224396445,1.0795755474633677,0.00015870511176231512,-0.007132278109963366,2.9389678466617974e-16,1.7342747096787097e-10,-6.727489223747768e-13
182,1.0720762590737307,0.00015698314212028787,1.5523203079060915e-06,-0.006870127190820284,1.0725084525412665,0.00015502789271509124,-0.0069060437574991656,2.857930288496488e-16,1.691748095878238e-10,-6.506165789998793e-13
183,1.0649906596170189,0.00015343762859130209,1.5545134040931652e-06,-0.006643330250483504,1.0654422816580917,0.0001514524943313791,-0.006679057997953507,2.7795128617355817e-16,1.6504512193791552e-10,-6.289674589709079e-13
184,1.0579046974400093,0.00014999840436193658,1.5566801336274385e-06,-0.006415899044304973,1.058375507562425,0.00014798288724616945,-0.0064514194339291096,2.703618892736911e-16,1.610341564248663e-10,-6.077900862432465e-13
185,1.0508196311135318,0.00014666923049363507,1.5588233738428717e-06,-0.00618787396933015,1.0513093811675072,0.00014462283580593947,-0.006223168433125679,2.630154768148544e-16,1.5713780457112772e-10,-5.870732335611554e-13
186,1.0437339818882605,0.00014345098474893815,1.560946133221397e-06,-0.005959374425303131,1.044242416294904,0.00014137322303218715,-0.005994424375047453,2.5590310851355414e-16,1.5335211460352417e-10,-5.668059912233855e-13
187,1.0366489890215373,0.00014034592821271388,1.5630515199294991e-06,-0.005730461827109386,1.0371758450206137,0.00013823631735440203,-0.00576524866358874,2.490163310640055e-16,1.4967332026071866e-10,-5.469778860822695e-13
188,1.0295645260691322,0.0001373578941069838,1.5651427095876548e-06,-0.005501234554689784,1.0301095339843598,0.00013521596152464343,-0.0055357396770968625,2.4234683105093284e-16,1.460977784503462e-10,-5.275786614599908e-13
189,1.0224791720484119,0.00013448895422892322,1.5672229126225318e-06,-0.005271760985611576,1.023042055568455,0.00013231423914243252,-0.00530596580109699,2.358868638225727e-16,1.426219824066803e-10,-5.085983398781647e-13
190,1.0153941376538274,0.00013174156667204983,1.5692953414545394e-06,-0.005042132456245733,1.0159746141270605,0.0001295336224490929,-0.005076018389626973,2.2962882875696407e-16,1.3924257254368794e-10,-4.900272722081207e-13
191,1.0083093107398535,0.00012911766347573569,1.5713631777311106e-06,-0.004812436573354863,1.008907091480911,0.0001268760600358484,-0.00484598507698492,2.2356543553394586e-16,1.3595623266891336e-10,-4.7185578358183e-13
192,1.0012233241862643,0.00012661955806119747,1.5734295398594057e-06,-0.004582719571008171,1.0018381147923479,0.00012434388432315638,-0.004615912134804573,2.1768986984257163e-16,1.327599142529061e-10,-4.5407497012616156e-13
193,0.9941361137467652,0.00012424917644198287,1.5754974511705786e-06,-0.004353063189309946,0.9947676144216424,0.0001219390427988108,-0.004385881350943331,2.1199528131929374e-16,1.2965052321576147e-10,-4.36675615319246e-13
194,0.9870500857133175,0.00012200869260707925,1.5775698088465649e-06,-0.004123570490686609,0.9876979915969407,0.00011966373341237899,-0.004155995845926391,2.0647542032741156e-16,1.2662523320395344e-10,-4.1964927804192234e-13
195,0.9799638849579773,0.00011990014837277156,1.5796493539389778e-06,-0.003894303669270191,0.980627886459649,0.00011752002442186396,-0.003926317882483189,2.0112410924280163e-16,1.2368119989503936e-10,-4.0298732650298006e-13
196,0.9728786285430024,0.00011792545884945219,1.5817386426684043e-06,-0.0036653585985844304,0.9735584116760371,0.00011550985983855262,-0.003696943413380689,1.9593532323572936e-16,1.2081571367037033e-10,-3.866814678216196e-13
197,0.9657953883886804,0.0001160866570105116,1.5838400192318723e-06,-0.003436803269089376,0.9664906351045432,0.00011363530395711616,-0.0034679405191076697,1.9090352924354596e-16,1.1802621989528728e-10,-3.7072380879717646e-13
198,0.9587151929626858,0.00011438541289612595,1.585955590320051e-06,-0.0032087146765105773,0.9594255814826468,0.00011189806050383155,-0.003239386296334457,1.8602320429785863e-16,1.1531018573842854e-10,-3.5510643387729294e-13
199,0.9516355107857261,0.00011282328521766222,1.5880872015816056e-06,-0.0029811548825778044,0.9523607159281272,0.00011029972416887876,-0.00301134291877136,1.8128910881035375e-16,1.1266518449278199e-10,-3.398216863911915e-13
200,0.944559715322172,0.00011140172602314662,1.5902364161293815e-06,-0.002754218160490731,0.9452994088234875,0.00010884178518339731,-0.002783904782741623,1.7669620622878157e-16,1.1008891637565231e-10,-3.2486222965706594e-13
201,0.9374864279168654,0.00011012251803254476,1.5924044953721826e-06,-0.002527949383586833,0.9382402787448301,0.00010752606655062383,-0.0025571168959425843,1.7223966057476682e-16,1.0757916133078992e-10,-3.102211130108272e-13
202,0.9304153816081653,0.00010898733605586394,1.5945923821805976e-06,-0.002302450284875969,0.9311830562653445,0.00010635428534456375,-0.002331081137057998,1.6791488555580993e-16,1.0513394940495662e-10,-2.9589288526200905e-13
203,0.9233440452526012,0.00010799805618210318,1.5968006866472702e-06,-0.0020777625225201694,0.9241252080689005,0.00010532836176506156,-0.0021058393212986318,1.63717356701433e-16,1.0275137521857398e-10,-2.8187238640431406e-13
204,0.9162744499872607,0.00010715632495822916,1.599029674451226e-06,-0.0018539705381011718,0.9170687633999931,0.00010444998816917395,-0.001881476058712339,1.5964287601670456e-16,1.0042964474523492e-10,-2.6815466625177823e-13
205,0.9092030219241942,0.00010646379074565266,1.6012792579858822e-06,-0.0016311441980660297,0.9100101467444595,0.00010372086026733262,-0.0016580613956527412,1.556872516678297e-16,9.816697462417055e-11,-2.547347108006722e-13
206,0.9021317974512922,0.00010592177457225039,1.6035489902249584e-06,-0.0014093394576008408,0.9029513931155685,0.00010314234780329728,-0.0014356514786554309,1.5184656090884265e-16,9.596167483791313e-11,-2.4160767403185627e-13
207,0.8950594829867259,0.00010553182721028655,1.6058380615030751e-06,-0.0011886109206277078,0.8958912077927176,0.00010271605144953331,-0.0012143011144158838,1.4811702504233518e-16,9.381210938050973e-11,-2.2876877305662285e-13
208,0.8879859079755833,0.00010529518086407366,1.6081452990916024e-06,-0.0009690430139644509,0.8888294193015296,0.00010244325430295248,-0.0009940949439077409,1.4449490121146924e-16,9.171666176210244e-11,-2.162132114566864e-13
209,0.8809162257071063,0.00010521287010552281,1.6104691696853087e-06,-0.0007507070681792221,0.8817711802139071,0.00010232504262060615,-0.0007751045231729657,1.4097668900831049e-16,8.967378984527277e-11,-2.03936321795637e-13
210,0.873849074294203,0.00010528616216822616,1.6128077847074638e-06,-0.0005336745397491851,0.8747151281098853,0.00010236273590730036,-0.0005574015453924994,1.3755898239833279e-16,8.768202153037223e-11,-1.9193355042627264e-13
211,0.8667862723654824,0.000105516128308147,1.6151589084185188e-06,-0.00031801259039918923,0.8676630812516835,0.00010255745806469803,-0.00034105342011301644,1.3423846855722766e-16,8.573988980440992e-11,-1.8020031524611602e-13
212,0.8597306031386618,0.00010590344589562312,1.6175199687454673e-06,-0.0001037873574243426,0.8606178226389791,0.00010290993926810924,-0.0001261265434334859,1.3101206584276775e-16,8.384600511310609e-11,-1.6873217283913322e-13
213,0.852682696708909,0.00010644913330308764,1.6198880707920754e-06,0.000108939100220589,0.8535799822791129,0.00010342125063697282,8.731675606552998e-05,1.278766339608799e-16,8.199901152003482e-11,-1.5752472290117962e-13
214,0.8456441722717063,0.0001071540267349788,1.6222600128566113e-06,0.0003201066125615426,0.8465511793919794,0.00010409228084701659,0.00029921602814626845,1.2482928447015085e-16,8.019758626332755e-11,-1.4657361451343172e-13
215,0.838615582007666,0.00010801788390043145,1.624632304886572e-06,0.0005296538231828879,0.8395319662771807,0.00010492283958634168,0.0005095096256991054,1.218671873056758e-16,7.844047643621448e-11,-1.3587461626654336e-13
216,0.8315954638062998,0.00010904252045593316,1.627001189168703e-06,0.0007375210581000758,0.832520881020595,0.00010591479378415846,0.0007181375738458832,1.189876000479845e-16,7.672641270363757e-11,-1.2542346320423288e-13
217,0.8245843799796618,0.00011022757206428417,1.6293626631842424e-06,0.0009436483015941337,0.8255184861914199,0.0001070678294601972,0.0009250395460274607,1.1618789297450906e-16,7.505423834541636e-11,-1.1521608400488933e-13
218,0.8175828702014735,0.000111572646410499,1.631712504325453e-06,0.0011479928343431627,0.8185253217654352,0.00010838160353687528,0.0011301725024097857,1.134655568966008e-16,7.342278700829505e-11,-1.0524839003926005e-13
219,0.8105904835795555,0.0001130792623230355,1.6340462964050003e-06,0.00135049069170465,0.8115409371824339,0.00010985768276426634,0.0013334721484612828,1.1081809161344968e-16,7.183092884332031e-11,-9.551636118796325e-14
220,0.8036067832375362,0.00011474692380806779,1.636359457673335e-06,0.0015511018014385833,0.8045648959139062,0.00011149561756699707,0.0015348980729903681,1.0824317788599742e-16,7.027757754778969e-11,-8.601605507754452e-14
221,0.7966332485210033,0.00011657511305493381,1.6386472701343098e-06,0.0017497594650767625,0.7975986776562536,0.00011329493487263837,0.0017343832298471655,1.057385509519922e-16,6.876168823986218e-11,-7.674360063620955e-14
222,0.789668475312369,0.00011856517741433148,1.6409049099714644e-06,0.0019464375635066962,0.7906408786338931,0.00011525702492456184,0.001931901143856355,1.0330196379230063e-16,6.728223154499264e-11,-6.769516799326221e-14
223,0.7827139104014618,0.00012071557470126498,1.643127478826668e-06,0.0021410646788559743,0.7836929459593545,0.00011738038643251375,0.002127380033065459,1.0093132226717449e-16,6.583821763803748e-11,-5.88669993909528e-14
224,0.7757709471491063,0.00012302663162170517,1.6453100356687793e-06,0.0023336094641505634,0.7767562732876967,0.0001196653848610314,0.0023207881787803124,9.862458045807072e-17,6.442868668483235e-11,-5.0255397153031443e-14
225,0.7688400094208667,0.00012549679040542083,1.6474476290080375e-06,0.002524005468830122,0.7698312847424864,0.0001221104989392356,0.0025120587514690152,9.637978617494238e-17,6.305272276136703e-11,-4.185673286569478e-14
226,0.7619205937606959,0.00012812724080273524,1.6495353292758257e-06,0.002712225480109532,0.762917477083121,0.00012471695255078592,0.002701164152521688,9.419498661505914e-17,6.170940013472598e-11,-3.3667409031711044e-14
227,0.7550140153138972,0.0001309172913471228,1.6515682610366214e-06,0.0028982167015536146,0.7560161656229372,0.00012748408590666964,0.002888051193231021,9.206836397020874e-17,6.039784349765704e-11,-2.5683906776061742e-14
228,0.7481206468302947,0.00013386534514163553,1.6535416348008637e-06,0.003081937637777149,0.7491277232290287,0.0001304103312595431,0.0030726779799037504,8.999814025099378e-17,5.911722468064007e-11,-1.7902770546475845e-14
229,0.7412417314494163,0.00013697159809991955,1.6554507782418049e-06,0.003263348761604967,0.7422533931055728,0.00013349591109100664,0.003255004581435753,8.798259819834348e-17,5.786669103029696e-11,-1.0320581669041171e-14
230,0.7343767094402416,0.00014023532662896436,1.6572911665417641e-06,0.0034424124444651484,0.7353926155332242,0.00013674012575935478,0.0034349929601217404,8.602008915511004e-17,5.66454703638447e-11,-2.9339941163816834e-15
231,0.7275267790803194,0.00014365405640077273,1.6590584516100758e-06,0.003619084180183066,0.7285465887493546,0.0001401405222552492,0.003612598195865202,8.410898003798747e-17,5.5452772432568896e-11,4.26029418965546e-15
232,0.7206930945467238,0.00014722795502177807,1.6607484900170677e-06,0.003793330162670944,0.7217164668415811,0.0001436972868743452,0.0037877860642811963,8.22477626080356e-17,5.428784385033933e-11,1.1265527021614558e-14
233,0.7138750552540277,0.00015095629590902493,1.662357369368421e-06,0.003965109723862943,0.714901649089716,0.00014740970911580903,0.003960515475039983,8.043491069439385e-17,5.314995334135377e-11,1.808489484930638e-14
234,0.7070729264031108,0.0001548374963426321,1.6638814329589525e-06,0.0041343841255993595,0.7081024005199051,0.00015127621977611424,0.004130747264153063,7.866896945937334e-17,5.203839101758416e-11,2.4721535601402515e-14
235,0.7002886440811356,0.00015887083719598837,1.6653173025001484e-06,0.004301133323909332,0.7013206570112198,0.00015529611073922654,0.004298460958649129,7.69485604400084e-17,5.095246164696803e-11,3.117853173222183e-14
236,0.6935207378254084,0.00016305559261364124,1.6666618987601406e-06,0.004465313470369857,0.6945549478673457,0.00015946866473267243,0.004463612278315851,7.527234115620765e-17,4.989150824946399e-11,3.7458925007978056e-14
237,0.6867719202002215,0.00016738854817175314,1.667912459964912e-06,0.004626891017693238,0.6878079854023794,0.0001637906735837468,0.004626167241657868,7.363897835257794e-17,4.885487485790272e-11,4.356569735500869e-14
238,0.6800415274629779,0.0001718690284526212,1.6690665578013255e-06,0.004785842304030852,0.6810791056169434,0.00016826146590656483,0.004786101750557279,7.204722681490332e-17,4.7841924750770765e-11,4.950177824582119e-14
239,0.6733305414735962,0.0001764947238468037,1.6701221109384937e-06,0.0049421368787185725,0.6743692901185114,0.00017287873403262695,0.004943384916360371,7.049587306868682e-17,4.685205647357297e-11,5.527006529045344e-14
240,0.6666391007947974,0.0001812657932627506,1.6710773959350359e-06,0.0050957297225994085,0.6676786772334422,0.000177642636863719,0.005097971280524867,6.898371854262831e-17,4.588466346405388e-11,6.087338465258445e-14
241,0.6599673354654323,0.00018617996118035066,1.6719310554979748e-06,0.005246617879696005,0.6610073967927647,0.0001825508970824346,0.005249857446599022,6.750961269605643e-17,4.493917305037901e-11,6.63145334980328e-14
242,0.6533169546688655,0.0001912349987518048,1.6726821039763256e-06,0.005394759372489449,0.6543571578136119,0.00018760128242238322,0.005399000995788016,6.607246631064732e-17,4.401502336126315e-11,7.15962565665625e-14
243,0.6466880332197678,0.00019642950972686616,1.673329930118663e-06,0.005540129904938788,0.6477280349995349,0.00019279239177379516,0.005545377190241116,6.467120175022986e-17,4.311166336472022e-11,7.672124367173138e-14
244,0.6400806392007533,0.00020176133556945214,1.673874297039214e-06,0.005682722154754478,0.641120096391005,0.00019812206048999318,0.005688978265572134,6.330479908814101e-17,4.2228572900864784e-11,8.169216618977289e-14
245,0.6334963830147105,0.00020722913558323877,1.6743153394066352e-06,0.005822506370894641,0.6345349524318282,0.00020358894071076912,0.005829774028581526,6.197222652159315e-17,4.136522143227448e-11,8.651160451901354e-14
246,0.6269360504838146,0.00021282928179322774,1.6746535579067746e-06,0.005959469690947814,0.6279733890823346,0.0002091893964480237,0.005967751174843476,6.06725443054777e-17,4.052112293218893e-11,9.118215343096947e-14
247,0.6203988736099112,0.0002185612850552155,1.6748898110072074e-06,0.0060935926114602055,0.6214346385938991,0.00021492292990385963,0.006102889759215862,5.940479210282357e-17,3.969578539997183e-11,9.570632597990633e-14
248,0.6138871276535217,0.00022442313504065643,1.6750253041076451e-06,0.006224849258779005,0.6149209766019261,0.0002207875216668697,0.006235163466844672,5.816807569076828e-17,3.888873083291056e-11,1.0008659072910728e-13
249,0.6074000114048007,0.00023041136104872025,1.675061576160537e-06,0.006353237641242418,0.6084316024104995,0.00022677969173661239,0.006364569865493822,5.69615083474853e-17,3.8099499297760914e-11,1.0432538496681705e-13
250,0.6009389756359628,0.00023652555345313664,1.6750004838829145e-06,0.00647873407770909,0.6019679674580997,0.00023289902118206072,0.006491084834193508,5.578423838282748e-17,3.7327648046457553e-11,1.0842511797723607e-13
251,0.5945032137289258,0.00024276092620259152,1.674844183693265e-06,0.006601307622270335,0.5955292659580177,0.0002391407148509672,0.006614676988051093,5.4635456105771535e-17,3.65727480746431e-11,1.1238841657143669e-13
252,0.5880934320816099,0.0002491167272557427,1.6745951115158113e-06,0.006720946085969605,0.5891162053167979,0.0002455040120093931,0.006735333700049851,5.35143472330164e-17,3.5834376053463035e-11,1.1621882750317895e-13
253,0.5817095907133709,0.00025559008727734495,1.6742559606003487e-06,0.00683762252043281,0.582728746751082,0.0002519860352360848,0.0068530275847401775,5.2420175681260243e-17,3.511213475619427e-11,1.1992008796928604e-13
254,0.575353087124105,0.0002621796450912863,1.6738296575827871e-06,0.006951304173193224,0.5763682891572979,0.000258585416065793,0.006967725453608153,5.135217812605316e-17,3.44056251927095e-11,1.2349578586656547e-13
255,0.569022410274861,0.00026888191455280285,1.673319336919978e-06,0.007061981321817606,0.5700333231019381,0.00026529866204204377,0.007079417149229486,5.0309663462524113e-17,3.371447949551949e-11,1.269494771948471e-13
256,0.562718928622638,0.00027569562391888445,1.6727283139660468e-06,0.007169630917179509,0.5637252188650275,0.00027212449625680453,0.007188079188556278,4.929191382608388e-17,3.303831549922821e-11,1.302845296043703e-13
257,0.556443259382823,0.00028261811130292895,1.6720600568522776e-06,0.007274252298703921,0.557444595710162,0.00027906025296149835,0.007293710478162379,4.829826864724463e-17,3.237678104878704e-11,1.3350428768110885e-13
258,0.5501966940654921,0.0002896460770161297,1.6713181574353348e-06,0.00737580347391616,0.5511927474272809,0.0002861026300504363,0.007396268593782075,4.7328086800650824e-17,3.172952541576536e-11,1.3661197223543589e-13
259,0.543979786132569,0.0002967783811287343,1.670506301529124e-06,0.007474382915773943,0.5449702299951124,0.00029325048674843935,0.007495851577622841,4.638071305704462e-17,3.1096203484090225e-11,1.396106959325708e-13
