a,z,n_a,E_tip,rho_de_eff_over_rhoc0,w_eff_ppf
0.0029850382451187293,334.0040829913136,5.447874326915099e-25,4519.35024481902,16107653.716968246,0.08947686601021587
0.003054709671159968,326.3633528715248,7.120321863026637e-25,4352.236096080959,14938437.610855531,0.08797475111041808
0.0031260072430687033,318.8968915434538,9.306195479329956e-25,4191.518121895278,13855524.827358348,0.0864889089872729
0.0031989689154345376,311.60072430687035,1.2163112281372096e-24,4036.941530389823,12852428.69672009,0.08501946561907903
0.003273633528715244,304.47096711599715,1.5897076382916707e-24,3888.2621034991525,11923159.38986069,0.08356653558871585
0.003350040829913133,297.50382451187323,2.0777333274422725e-24,3745.2457420528544,11062185.134291107,0.08213022222948507
0.0034282314937339707,290.6955876018796,2.7155784346632603e-24,3607.6680309532553,10264396.513681883,0.08071061778355215
0.0035082471442397923,284.0426320853435,3.549236149514023e-24,3475.3138235427205,9525073.601671265,0.0793078035712067
0.0035901303770070683,277.5414163241769,4.638819149622186e-24,3347.976844301404,8839855.700987238,0.07792185017126485
0.003673924781802074,271.188479457518,6.062894154238852e-24,3225.459309054746,8204713.477738479,0.0765528176113246
0.0037596749657854674,264.98043955937584,7.924147146046318e-24,3107.57156190704,7615923.2979496075,0.07520075556773986
0.003847426577258502,258.91399183829355,1.0356787764188858e-23,2994.1317281524466,7070043.589203921,0.07386570357363098
0.0039372263299634795,252.98590687807263,1.353622677816776e-23,2884.9653824486195,6563893.064736263,0.0725476912354186
0.004029122027951347,247.19302891862554,1.7691724457610858e-23,2779.9052315702497,6094530.66059651,0.07124673845627671
0.004123162591029753,241.5322741760353,2.3122921875751463e-23,2678.7908110903813,5659237.048682214,0.0699628556663281
0.004219398080805024,236.00062920093302,3.022144717170776e-23,2581.46819536688,5255497.599610971,0.06869604405867835
0.004317879727332021,230.59514927431547,3.949915473745261e-23,2487.78972023926,4880986.679650402,0.06744629583063966
0.004418659956385941,225.312956839953,5.1625033576612204e-23,2397.613717867999,4533553.175326738,0.066213594429674
0.004521792417370702,220.15123997254886,6.747344619147727e-23,2310.8042631738444,4211207.147959556,0.06499791480335193
0.004627332011878689,215.10725088083788,8.818717636663427e-23,2227.2309313591645,3912107.5282877097,0.06379922365241941
0.004735334922917116,210.17830444482445,1.152598320448951e-22,2146.768566016608,3634550.7686169925,0.06261747968685927
0.004845858644816496,205.36177678638586,1.5064354513162325e-22,2069.2970573527086,3376960.37658951,0.06145263388413014
0.004958962013837212,200.65510387247485,1.9688973415286332e-22,1994.7011300751878,3137877.260796098,0.06030462974888451
0.005074705239490466,196.05578015018003,2.5733307976066673e-22,1922.8701405131246,2915950.8240737966,0.059173403573784755
0.005193149936590212,191.5613572129199,3.3633197903399503e-22,1853.697882558581,2709930.7454908495,0.05805888470113518
0.005314359158053242,187.16944249705554,4.395828170483597e-22,1787.0824020366506,2518659.396759704,0.05696099578424696
0.005438397428464796,182.87769800823287,5.745307169397571e-22,1722.9258191287638,2341064.843170877,0.055879653048710454
0.005565330778427646,178.6838390767721,7.509063864773463e-22,1661.1341584908362,2176154.383137071,0.054814766552491845
0.005695226779712825,174.5856331414469,9.814277716183265e-22,1601.617186724108,2023008.584108811,0.05376624044517553
0.005828154581230846,170.58089856100048,1.282717111279717e-21,1544.2882568717985,1880775.7759955488,0.052733973225012276
0.00596418494584246,166.6675034527701,1.6764995195282094e-21,1489.0641596295368,1748666.9663255932,0.05171785799440909
0.006103390288028621,162.84336455779848,2.1911695215278382e-21,1435.8649809714948,1625951.1442257557,0.050717782712695225
0.006245844712439618,159.10644613183177,2.863838501679775e-21,1384.613965907644,1511950.942918965,0.049733630445985
0.006391624053343999,155.45475886160975,3.743010699594188e-21,1335.2373881002875,1406038.6328433314,0.048765279614447765
0.006540805914998253,151.8863588058731,4.892080712323382e-21,1287.6644250803208,1307632.4197075297,0.04781260423571143
0.0066934697129586605,148.39934636052578,6.3939046977560495e-21,1241.8270388153667,1216193.0238302,0.046875474164967956
0.006849696716357447,144.99186524739787,8.356774895598782e-21,1197.6598613930068,1131220.518980029,0.045953755330970125
0.007009570091165618,141.66210152607383,1.0922228271594024e-20,1155.1000855930906,1052251.4106521765,0.045047309967969795
0.0071731749444656125,138.40828262825787,1.427525234401582e-20,1114.0873601331912,978855.935297288,0.0441559968433769
0.007340598369757212,135.22867641416468,1.8657624105450878e-20,1074.5636893810613,910635.5634734328,0.043279671480869863
0.007511929493320969,132.12159025043076,2.4385343871432705e-20,1036.4733373371482,847220.6912287106,0.042418186378824885
0.007687259521663728,129.08537010905718,3.187142116097652e-20,999.7627356991393,788268.5052529374,0.04157139122376452
0.007866681790071581,126.11839968690289,4.165565563380644e-20,964.3803958289279,733461.0084690615,0.04073913309916111
0.008050291812295982,123.21909954526173,5.444356050262522e-20,930.2768244504997,682503.1937770341,0.03992125668880431
0.008238187331399601,120.38592626906289,7.115723507655953e-20,897.4044429148944,635121.354621838,0.0391176044752608
0.008430468371788968,117.61737164524791,9.300185470964296e-20,865.7175098757983,591061.5219402465,0.038328016932723585
0.00862723729246145,114.91196185988858,1.2155257255467448e-19,835.1720472263547,550088.0178536309,0.037552332715070635
0.00882859884149515,112.26825671361539,1.5886809935982337e-19,805.7257691544327,511982.1172223642,0.03679038883797148
0.009034660211810526,109.68484885494131,2.076391512228174e-19,777.3380141800626,476540.8088665561,0.036042020855916235
0.00924553109823357,107.16036303107106,2.7138246944644573e-19,749.9696800448136,443575.64889242547,0.035307063033674924
0.009461323755890769,104.69345535579885,3.5469440271319256e-19,723.5831613287577,412911.6991482229,0.03458534851235595
0.009682153059967086,102.28281259410285,4.635823366656152e-19,698.1422896762044,384386.5443720879,0.033876709469912614
0.009908136566858666,99.92715146305719,6.058978693332391e-19,673.6122765167371,357849.3820904126,0.033180977276288104
0.010139394576752917,97.62521794868785,7.919029674492617e-19,649.9596581731413,333160.17978244583,0.0324979826431786
0.010376050197669117,95.3757866384109,1.035009927572531e-18,627.1522432526829,310188.89424823,0.031827555768112914
0.010618229410993836,93.17766006869527,1.3527484984987374e-18,605.1590622227936,288814.74850528006,0.031169526473585618
0.010866061138545968,91.0296680876042,1.76802990139664e-18,583.9503190766616,268925.5618974248,0.030523724340544733
0.011119677311206989,88.93066723187624,2.310798892552263e-18,563.4973449984446,250417.12942928544,0.029889978836839193
0.01137921293915315,86.8795401182132,3.0201929942489404e-18,543.7725539418249,233192.64664416405,0.029268119440321927
0.011644806183726856,84.87519484845178,3.947364589756894e-18,524.7494000394964,217162.17664380075,0.02865797575691431
0.011916598430985588,82.91656442830161,5.159169375645026e-18,506.40233676482393,202242.15610727965,0.02805937763361044
0.012194734366967382,81.00260619934132,6.74298713517941e-18,488.70677777043556,188354.9374051623,0.027472155266536902
0.012479362054713113,79.13230128396887,8.813022445015273e-18,471.6390593318303,175428.3641251826,0.02689613930404744
0.012770633013086435,77.30465404301191,1.1518539641152026e-17,455.1764043272975,163395.37752911574,0.02633116094517618
0.013068702297433463,75.51869154570825,1.5054625844035527e-17,439.29688768847546,152193.65164797805,0.025777052033163272
0.013373728582124962,73.77346305177589,1.967625813381624e-17,423.9794032588048,141765.2548958406,0.025233645144756567
0.013685874245025178,72.06803950529506,2.571668921960967e-17,409.2036319998846,132056.33624230738,0.024700773674662058
0.014005305453932197,70.40151304013403,3.36114773408761e-17,394.9500114884126,123016.83413123732,0.024178271915587857
0.01433219225503574,68.77299649665538,4.392989312849736e-17,381.1997066489196,114600.20646948721,0.023665975134463224
0.014666708663439686,67.18162294944479,5.74159680846356e-17,367.9345816699091,106763.18013520795,0.02316371964401287
0.01500903275579735,65.62654524581157,7.504214457005705e-17,355.13717305334416,99465.51857139588,0.02267134287034378
0.01535934676510897,64.10693555481461,9.807939584633336e-17,342.79066374960524,92669.80613767268,0.022188683416819233
0.015717837177731626,62.621984926574896,1.2818887232895077e-16,330.8788583321695,86341.24799239004,0.02171558112369598
0.01608469483265355,61.17090286163834,1.6754168240099596e-16,319.38615916824546,80447.48436870839,0.021251877124494056
0.016460115023085496,59.752916890160776,2.1897544483989446e-16,308.2975435435308,74958.41819291824,0.02079741389833134
0.01684429760042315,58.36727216069127,2.8619890140571123e-16,297.5985417010988,69846.05507146959,0.020352035318959905
0.0172374470806362,57.013231038333785,3.7405934362058414e-16,287.2752157561424,65084.35474543128,0.019915586700373522
0.017639772753140433,55.690072712074404,4.888921371207885e-16,277.3141394500061,60649.093177924246,0.019487914838928644
0.018051488792211082,54.39709281106406,6.389775467845922e-16,267.70237870849826,56517.73450181978,0.019068868052803056
0.018472814370996342,53.13360302965381,8.351378029914591e-16,258.4274729710376,52669.31211211846,0.018658296217694215
0.018903973778192213,51.898930760981514,1.0915174617560118e-15,249.47741725859967,49084.318240213855,0.01825605080008086
0.01934519653744044,50.69241873891604,1.4266033282778562e-15,240.8406449498528,45744.60139610292,0.017861984887503013
0.019796717529513327,49.51342468816766,1.864557487682605e-15,232.50601123618037,42633.27110977102,0.01747595321584572
0.02025877711735017,48.361320982379176,2.4369595639946024e-15,224.46277722756543,39734.609444777794,0.01709781219428419
0.02073162127401229,47.23549431001472,3.1850838366618647e-15,216.70059468250923,37033.988795728845,0.01672741992764304
0.0212155017136245,46.13534534786912,4.162875411004251e-15,209.2094913363261,34517.79551710354,0.01636463623613804
0.02171067602537265,45.060288442024024,5.440840045738343e-15,201.9798568032587,32173.35896401783,0.016009322672829285
0.022217407810628847,44.009751296080466,7.111128121936418e-15,195.00242902890224,29988.885556141704,0.015661342539109002
0.02273596682327715,42.983174666502286,9.294179343905358e-15,188.26828127044715,27953.39750436367,0.015320560897568614
0.02326662911331458,41.98001206490798,1.2147407302395134e-14,181.76880958320797,26056.675866052927,0.014986844583044556
0.023809677173803584,40.99972946715306,1.587655011919311e-14,175.49572079282564,24289.207619084333,0.014660062211855118
0.02436540009125466,40.0418050290471,2.075050563567991e-14,169.44102093340814,22642.136467306536,0.014340084189020219
0.024934093699518777,39.105728808555,2.712072086843648e-14,163.5970041327198,21107.21711098544,0.014026782713415287
0.025516060737271837,38.191002494334064,3.5446533850188324e-14,157.95624192632906,19676.772735067283,0.01372003178156933
0.026111611009174595,37.29713914046281,4.6328295183880127e-14,152.511572983393,18343.655485994444,0.013419707189882502
0.026721061550794324,36.42366290721985,6.055065761058297e-14,147.25609322748727,17101.209724380013,0.013125686535090608
0.0273447367973758,35.570108807774936,7.913915507838027e-14,142.18314633659688,15943.237856203577,0.012837849213080288
0.02798296875655116,34.736022460657885,1.0343415106734051e-13,137.28631460705037,14863.968559418672,0.012556076416795348
0.028636097185081158,33.920959847872716,1.3518748837317347e-13,132.55941016681876,13858.027236048003,0.012280251132532838
0.029304469769721415,33.12448707852893,1.7668880948950877e-13,127.99646652421507,12920.408532064552,0.012010258134911966
0.029988442312310275,32.346180157863664,2.3093065619092134e-13,123.59173043861699,12046.450778685556,0.011745983980830488
0.030688378919176425,31.585624761532266,3.018242531762311e-13,119.3396541003934,11231.812219207513,0.011487317002348618
0.03140465219496752,30.842416015046535,3.9448153531452696e-13,115.23488760774993,10472.448895247464,0.011234147298192054
0.032137643441002756,30.11615827824363,5.155837546734039e-13,111.27227172872334,9764.594075284158,0.010986366724703656
0.0328877428582551,29.406464934670684,6.738632465298119e-13,107.44683093704083,9104.739116764591,0.0107438688855932
0.033655349755070944,28.712958185773342,8.807330931349923e-13,103.75376671103412,8489.615660806941,0.010506549120814723
0.0344408727597382,28.035268849778166,1.1511100884899231e-12,100.18845108523787,7916.1790657314505,0.010274304494790387
0.03524473003801584,27.373036165162144,1.504490345771548e-12,96.74642044473856,7381.592992332842,0.010047033783640247
0.03606734951574028,26.725907598604838,1.96635510639015e-12,93.4233695527457,6883.215060004946,0.009824637462060082
0.03690916910662778,26.09353865732052,2.5700081195554673e-12,90.21514580224868,6418.583498578392,0.009607017689215125
0.03777063694539365,25.475592705670692,3.3589770805458884e-12,87.11774368300134,5985.404726068554,0.009394078294102881
0.03865221162631262,24.871740785959236,4.39015228853818e-12,84.12729945543171,5581.54178748183,0.009185724760518044
0.039554362447347016,24.281661443315006,5.737888843651895e-12,81.24008602342154,5205.003594424216,0.008981864211297763
0.04047756965997322,23.705040554568257,7.49936818092582e-12,78.45250799822499,4853.934909520911,0.008782405392423698
0.041422324724838935,23.141571161030203,9.80160554613262e-12,75.76109694611466,4526.607023615422,0.00858725865634824
0.042389130573387786,22.590953305086362,1.2810608702505866e-11,73.16250681264178,4221.409077391933,0.008396335945188182
0.04337850187558989,22.05289387051708,1.6743348276570548e-11,70.6535095166876,3936.839982477285,0.008209550773765839
0.044390965313921664,21.527106426459827,2.1883402890537664e-11,68.23099070775758,3671.5009002473184,0.00802681821195006
0.04542705986374043,21.01331107493032,2.8601407207090115e-11,65.89194568023497,3424.088239504654,0.007848054867376275
0.04648733708020256,20.511234301821673,3.738177733667988e-11,63.63347543856537,3193.3871369275207,0.007673178867548813
0.04757236139187889,20.020608831301587,4.885764070015278e-11,61.45278290758271,2978.265386726644,0.007502109842363325
0.04868271040122279,19.541173483530663,6.385648903934708e-11,59.34716928242257,2777.6677883046673,0.007334768906408273
0.0498189751920516,19.072673035625705,8.345984648390706e-11,57.31403051268964,2590.6108829019668,0.007171078641325268
0.050981760644204246,18.614858085794314,1.0908125516820411e-10,55.35085391576005,2416.178052246919,0.007010963078888155
0.05217168575554349,18.16748492056815,1.4256820171850378e-10,53.45521491430154,2253.5149541182736,0.006854347684130291
0.053389383971473504,17.730315385064383,1.8633533423825222e-10,51.62477389329286,2101.8252714835025,0.006701159339096874
0.05463550352214876,17.30311675620613,2.4353857568779626e-10,49.85727317200806,1960.3667535082704,0.006551326327837614
0.05591070776755293,16.885661618834618,3.183026884769361e-10,48.15053408661373,1828.4475282486744,0.006404778322140148
0.05721567555063246,16.477727744646828,4.1601869930291993e-10,46.5024541791969,1705.4226682468563,0.006261446368881707
0.05855110155867238,16.079097973894285,5.437326306889827e-10,44.91100448920678,1590.690991560288,0.006121262879579037
0.05991769669310619,15.689560099780248,7.106535695433828e-10,43.37422694345304,1483.6920819725406,0.005984161622251349
0.06131618844795775,15.308906755493325,9.288177081099026e-10,41.8902318409519,1383.903513264751,0.005850077716824442
0.06274732129711574,14.936935303817762,1.2139562394028383e-09,40.45719542905858,1290.8382634791362,0.005718947634553162
0.06421185709064758,14.573447729261352,1.5866296885816735e-09,39.07335756746237,1204.0423060838975,0.005590709203393773
0.0657105754603627,14.218250532643872,2.0737104736505545e-09,37.73701947675487,1123.0923658582426,0.005465301620148466
0.0672442742348425,13.871154628089537,2.710320598682214e-09,36.446541568407675,1047.5938281617175,0.005342665471895769
0.06881376986415663,13.531975242368969,3.542364201058634e-09,35.20034135312013,977.1787910384231,0.005222742769120714
0.07041989785449289,13.20053181653683,4.6298375674220965e-09,33.99689142461259,911.504250337776,0.005105476993861657
0.07206351321293053,12.876647909813084,6.0511552940376265e-09,32.83471751605511,850.2504087136289,0.004990813167268016
0.07374549090259547,12.560151105656347,7.908804538472126e-09,31.712396626425317,793.1190999958712,0.004878697941800736
0.07546672630843887,12.250872919979539,1.0336735074248835e-08,30.628555214194474,739.8323210170737,0.004769079725112535
0.07722813571388643,11.948648711459048,1.3510018023728816e-08,29.581867455837475,690.1308635239102,0.00466190884470552
0.07903065678861348,11.653317593889428,1.765746973203721e-08,28.571053566754568,643.7730393120647,0.004557137764502839
0.08087524908770449,11.364722350537162,2.3078151052112076e-08,27.59487818228317,600.5334921970124,0.004454721368186254
0.08276289456246344,11.082709350447772,3.0162931754778385e-08,26.65214879656088,560.2020908735475,0.004354617327891219
0.08469459808314585,10.807128466661903,3.942267500772101e-08,25.741714257081963,522.5828971269253,0.004256786581938288
0.08667138797389233,10.53783299629661,5.152507421855945e-08,24.862463312862833,487.49320423978105,0.004161193952626263
0.08869431656014704,10.274679582449474,6.734279842945016e-08,24.013323214204895,454.7626407939869,0.004067808942333384
0.09076446072885357,10.017528137883874,8.801641786941708e-08,23.193258362106665,424.2323353967307,0.003976606758413936
0.09288292250172499,9.766241770454933,1.1503664701086308e-07,22.401269005439605,395.75413816747573,0.00388756962947423
0.09505082962189502,9.52068671023624,1.5035183538171458e-07,21.636389984055448,369.18989510835326,0.003800688494654425
0.09726933615426168,9.280732238308659,1.9650845688531483e-07,20.897689516043005,344.410771746683,0.0037159651683680295
0.09953962309984234,9.046250617173413,2.568347277350892e-07,20.184268027395404,321.2966226859866,0.0036334151117312086
0.10186289902446864,8.817117022752203,3.3568059286716303e-07,19.495257022382763,299.7354039322658,0.0035530709775741798
0.10424040070215558,8.59320947793825,4.38731385050339e-07,18.829817992953664,279.6226250768372,0.003474987140971164
0.10667339377348571,8.374408787663,5.73417772875441e-07,18.18714136550663,260.86083861659785,0.0033992454844735676
0.10916317341936148,8.16059847544371,7.494515562985441e-07,17.56644548337866,243.35916387827785,0.0033259627800674707
0.11171106505048241,7.951664721378302,9.795259418546455e-07,16.966975623393907,227.03284318609795,0.003255300101197234
0.11431842501291503,7.747496301554415,1.2802307879976113e-06,16.388003044794253,211.80282807299324,0.003187474813643121
0.11698664131013058,7.547984528840422,1.6732488087946503e-06,15.828824068837193,197.59539348516904,0.003122775840111558
0.11971713434189657,7.353023195026788,2.1869189779972444e-06,15.288759187287901,184.34177806884972,0.003061583076818808
0.12251135766041178,7.162508514287236,2.85827984420701e-06,14.767152197952344,171.97784875749622,0.0030043920705651317
0.12537079874409196,6.976339067929281,3.7357400573764337e-06,14.263369365286954,160.44378799801459,0.00295184535409021
0.12829697978941476,6.7944157504049505,4.8825686068267985e-06,13.776798603978902,149.68380206631025,0.002904772200148953
0.13129145852124655,6.616641716552891,6.3814563327996976e-06,13.306848683207937,139.64584902640425,0.0028642390062572076
0.13435582902208262,6.442922330043758,8.340477442785216e-06,12.852948449072166,130.28138498380028,0.0028316130868024647
0.13749172258064205,6.273165113001454,1.090088058226413e-05,12.414546062377369,121.54512737335777,0.0028086433496525842
0.14070080856026837,6.107279696773426,1.424727070805702e-05,11.99110824864302,113.39483410503227,0.002797562203345594
0.14398479528760066,5.945177773823703,1.8620915021442596e-05,11.582119556758082,105.79109746792513,0.002801214111779471
0.14734543096198344,5.786773050723302,2.4337130827667148e-05,11.187081622216493,98.69715176459148,0.002823217531035427
0.1507845045861051,5.631981202212676,3.180800640143599e-05,10.80551243026129,92.07869371382888,0.0028681685717468763
0.15430384691835644,5.480719826311971,4.157208856766438e-05,10.43694557356175,85.90371472172981,0.0029418966833769655
0.15790533144741759,5.332908400455114,5.433316978093179e-05,10.080929498225679,80.14234417797813,0.0030517850074336383
0.1615908753895919,5.188468238624383,7.101095803202171e-05,9.73702673100732,74.76670298776912,0.003207170844319762
0.16536244070941788,5.047322449462655,9.280726019508535e-05,9.404813079510433,69.75076659988078,0.0034198449607696357
0.16922203516410356,4.909395895340976,0.00012129241175182902,9.083876796022059,65.07023683907543,0.003704672237532236
0.17317171337233528,4.774615152359826,0.00015851811790192828,8.773817694381684,60.70242189709672,0.004080360371081726
0.17721357790803585,4.642908471262542,0.0002071647280148504,8.47424620806259,56.626123882308185,0.004570407841001156
0.18134978041964953,4.514205739240302,0.0002707333672231771,8.184782376545897,52.82153337527986,0.0052042668046112794
0.18558252277555187,4.388438442608224,0.0003537964452625913,7.9050547463106025,49.270130488772125,0.006018760346610863
0.18991405823619356,4.265539630332755,0.0004623240364849142,7.634699172688314,45.954591989066905,0.0070597954737177115
0.19434669265360183,4.145443878390935,0.0006041086945056973,7.373357509977223,42.858704106308906,0.008384411496251687
0.19888278569888077,4.028087254942485,0.0007893176797658902,7.120676180411363,39.96728075128712,0.010063194836452682
0.20352475211835758,3.9134072862963665,0.0010312096045206381,6.876304619111531,37.26608697446641,0.012183070780338312
0.20827506301905144,3.801342923653455,0.0013470623844103018,6.639893603908204,34.74176766315191,0.01485044224939247
0.21313624718414376,3.6918345106077988,0.001759371283219108,6.411093498734159,32.38178169207444,0.01819457294911797
0.218110892419152,3.584823751389096,0.0022973896702792596,6.18955247117231,30.174342044169983,0.022370988626083887
0.22320164692952346,3.48025367982949,0.0029991003187364593,5.974914794363971,28.108362829774705,0.027564468416789056
0.22841122073038256,3.3780686290381663,0.003913720184089428,5.766819418410246,26.173414684583584,0.03399088039015408
0.23374238708918124,3.2782142017676215,0.00510485351073772,5.564899106162605,24.359690746521142,0.0418966318204923
0.23919798400202372,3.180637241455762,0.006654410936328967,5.368780583589329,22.657986307306302,0.05155379844015329
0.24478091570444402,3.0852858039285653,0.008667395596864658,5.178086365000236,21.059696265346155,0.063248018932067
0.25049415421745025,2.9921091297480533,0.01127760369422807,4.992439180096277,19.556835529695306,0.0772549898861783
0.2563407409296515,2.9010576171909936,0.014654169105306158,4.8114702352125605,18.142088209105108,0.09380000217070505
0.26232378821631236,2.812082795843888,0.01900865881869547,4.634832826340421,16.808891127984435,0.11299383575700261
0.2684464810961965,2.7251373008002098,0.024602043806332886,4.462222954298765,15.551554874938269,0.13473840977433338
0.2747120789270809,2.640174847446145,0.031750266344207995,4.293408328772279,14.365419677280912,0.1585985947999642
0.2811239171408461,2.55715020682139,0.04082625315551987,4.12826610971053,13.247032170669618,0.18364515959483652
0.28768540901905915,2.476019181541981,0.05225510702371468,3.966827457416427,12.194311550069248,0.20829088494994363
0.29440004751000337,2.3967385822722096,0.0664980410311407,3.8093231064821302,11.206651133751564,0.23016855775208245
0.3012714070881164,2.3192662047331902,0.08401990791570543,3.6562189911409675,10.284880666110025,0.24613078442004865
0.3083031456568277,2.2435608072358115,0.1052358727626957,3.5082259267468543,9.43100923240774,0.2524705741498654
0.31549900649580886,2.169582088726115,0.13043619989289448,3.366265654775658,8.647696215323682,0.2454390201150336
0.3228628202536727,2.0972906673314133,0.15969538215033557,3.2313812598925487,7.937469629715724,0.22204369599332097
0.3303985069871855,2.0266480593956953,0.1927825157298581,3.104595337799601,7.301815649276801,0.18095414687901012
0.3381100782480682,1.9576166589932562,0.22910035515656382,2.986741009587833,6.740355912710963,0.12319117078253794
0.34600163921851085,1.890159717909512,0.26768389388378167,2.8783087298829293,6.250350051316049,0.05225635916479621
0.35407739089652696,1.824241326078436,0.307278489165466,2.7793536831914345,5.826676733833922,-0.026454499321123648
0.362341632332315,1.7598263924661803,0.3464918581484825,2.689489879382738,5.462287452217316,-0.10678672533330058
0.37079876291681724,1.6968806263906928,0.3839842228082187,2.6079664713113866,5.148974334647634,-0.1830861903301605
0.3794532847236942,1.635370519267393,0.41864368311167954,2.5337957205490587,4.8782212804748895,-0.2511398686860318
0.3883098049059601,1.575263326771204,0.44970067662815777,2.4658925173076476,4.641935225037404,-0.3085640549969261
0.3973730381485604,1.5165270514053946,0.4767616647941765,2.4031928437798515,4.432943551823608,-0.35467770117495334
0.4066478091781854,1.4591304254680466,0.49977180787472814,2.3447346175249795,4.245238987850173,-0.3900674202458063
0.41613905533167067,1.4030428944069695,0.5189345673007821,2.2896995300117378,4.074017664737149,-0.41607152674392245
0.42585182918434145,1.3482346005542762,0.5346186027377947,2.2374237393121037,3.9155811027008065,-0.43433715016388064
0.435791301239703,1.294676367231936,0.5472740507838912,2.187388287680992,3.767169152147298,-0.44651290655357556
0.44596276268190954,1.242339683219845,0.5573689901855367,2.1391990570407295,3.6267736078654074,-0.4540746974603257
0.4563716281924754,1.191196687578152,0.5653478728271382,2.0925633448314804,3.4929628022363786,-0.4582524481840432
0.46702343883273306,1.1412201548157315,0.5716086102767836,2.047267333062894,3.3647318071027867,-0.4600207431052171
0.4779238649935595,1.092383480396979,0.5764932372244769,2.003156544615962,3.2413824616877944,-0.46012329218056536
0.489078709413959,1.0446606665791176,0.5802872881059149,1.9601199631887793,3.1224316187160785,-0.4591110155441728
0.5004939102700954,0.9980263085725505,0.5832240709110093,1.9180777025367899,3.0075433932147995,-0.4573820199351838
0.5121755443364241,0.9524555810168611,0.585491201830782,1.8769717476542491,2.896480524046272,-0.455217676280828
0.5241298302206061,0.9079242247652652,0.58723775812014,1.8367591819801856,2.789070279278692,-0.45281262426943647
0.5363631316739235,0.864408533970489,0.5885811292243658,1.7974073382793903,2.6851810650301537,-0.45029847788294697
0.5488819609789666,0.821885343465169,0.5896131219251948,1.758890390932285,2.584706708970377,-0.44776190652132897
0.5616929824163804,0.7803320164301155,0.5904051633448837,1.7211870021634073,2.4875561297734223,-0.4452580755403469
0.5748030158125351,0.7397264323438024,0.5910126055341937,1.6842787238821404,2.393646715714358,-0.4428204396640396
0.5882190401699956,0.700046975206718,0.5914782141553507,1.6481489322396505,2.3029002126598628,-0.4404677624404947
0.6019481973827274,0.661272522034293,0.5918349545888069,1.612782132066327,2.2152402793578,-0.43820907498909634
0.6159977960380169,0.6233824316122782,0.5921081932245383,1.5781635143293136,2.130591128656578,-0.43604713111217386
0.6303753153071281,0.5863565335085899,0.5923174229856172,1.5442786839874998,2.0488768593464863,-0.4339807810204608
0.6450884089267687,0.5501751173357718,0.5924776079631784,1.5111135006030718,1.970021213843634,-0.4320065769728103
0.6601449092734882,0.5148189222583475,0.5926002266173964,1.4786539920076245,1.8939475871845661,-0.43011983959248923
0.6755528315331639,0.4802691267395103,0.5926940784261888,1.4468863140328276,1.8205791743787172,-0.4283153497780656
0.6913203779678128,0.44650733852164715,0.5927659060509755,1.4157967382189274,1.7498391846482442,-0.4265877838267146
0.7074559422819878,0.41351558483539574,0.592820874294491,1.3853716555820466,1.6816510786596153,-0.42493197484158374
0.7239681140910876,0.38127630283200964,0.5928629382781462,1.355597588746645,1.6159388029112918,-0.42334305854601106
0.7408656834939568,0.3497723302339417,0.5928951261488148,1.3264612076102487,1.5526270070646881,-0.4218165437772742
0.7581576457522102,0.31898689619867193,0.5929197559735642,1.2979493456183988,1.4916412373222818,-0.42034833526686377
0.7758532060787828,0.2889036123908941,0.5929386020358197,1.2700490149836563,1.4329081034283269,-0.41893472739769744
0.7939617845382275,0.2595064642583591,0.5929530222742793,1.2427474199913386,1.3763554194863046,-0.4175723814014217
0.8124930210614048,0.23077980250666585,0.5929640559074266,1.2160319680414664,1.3219123202194956,-0.4162582941470353
0.8314567805772064,0.20270833476851213,0.592972498197292,1.1898902783821785,1.2695093549913423,-0.4149897637152057
0.8508631582640581,0.17527711746294528,0.5929789576932167,1.1643101886634823,1.219078562141484,-0.41376435494803065
0.8707224849239922,0.14847154784028893,0.5929839000538774,1.1392797595290214,1.1705535261710283,-0.4125798668244277
0.8910453324821503,0.12227735620850955,0.5929876815902182,1.1147872774992356,1.123869420146901,-0.41143430263187775
0.9118425196146562,0.0966805983368697,0.5929905749378842,1.090821256402988,1.0789630354647608,-0.4103258433417388
0.933125117507824,0.0716676480328644,0.5929927887044145,1.0673704376004036,1.0357728008582667,-0.4092528242467709
0.9549044557518078,0.04722518988843549,0.5929944825044351,1.0444237892159933,0.9942387922949104,-0.40821371471412915
0.9771921283717997,0.023340212191642173,0.5929957784649758,1.0219705045739602,0.9543027351693473,-0.40720710079695477
1.0,0.0,0.5929967700293362,0.9999999999999999,0.9159079999999998,-0.4062163947845313
